Company Name,Address,Phone,Business Type
Radio Metrowave,"Trauma Center Bhaban 22/8/A, Mirpur Road, Dhaka- 1207, Bangladesh","+880-2-9110546, 01743-108992",Radio Station
Radio Shadhin 92.4 FM,"Asiatic Center, House 63, Road 7/B, Block H, Banani, Dhaka- 1213, Bangladesh","+880-2-9871848, 09666924924",Radio Station
Radio Nalta 99.2,"Trauma Center Bhaban 22/8/A, Mirpur Road, Dhaka- 1207, Bangladesh","+880-2-9110546, 01743-108992",Radio Station
Radio Sagor Giri FM 99.2,"104, Stadium Market, Dhaka- 1000, Bangladesh",+880-2-9555808,"Electronic Goods Importers, Distributors, Sellers & Suppliers"
Radio View,"104, Stadium Market, Dhaka- 1000, Bangladesh",+880-2-9555808,"Electronic Goods Importers, Distributors, Sellers & Suppliers"
Radio Today FM 89.6 [Radio Broadcasting FM (Bangladesh) Co. Ltd.].,"Shop No: C-2, 3rd Floor, Latimi Shopping Mall, 32/2 Science Lab, Dhaka- 1205, Bangladesh",+88-01842-400908,Machinery & Machine Tools
Radio2Fun,"H# 46, RD# 02, Rampura, Dhaka, Bangladesh","+88-02-9123925, 01918-517674",Radio Station
Radiogear BD,"Shop No: C-2, 3rd Floor, Latimi Shopping Mall, 32/2 Science Lab, Dhaka- 1205, Bangladesh",+88-01842-400908,Machinery & Machine Tools
Radisson Blu Chittagong Bay View,"House No. 111, 2nd Floor, Road No. 13, Block E, Dhaka- 1213, Bangladesh","+88-02-8828797, 9893717, 9118097, 01713-017082",Manpower Recruiting Agency
Radius International Associate Ltd.,"House No. 111, 2nd Floor, Road No. 13, Block E, Dhaka- 1213, Bangladesh","+88-02-8828797, 9893717, 9118097, 01713-017082",Manpower Recruiting Agency
Radisson Digital Technologies Ltd.,"House No # 358, Road # 27, New Dohs Mohakhali, Dhaka- 1206, Bangladesh","+880-2-8850972, 8750203, 8815197EXT-108",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Rafa Medical Services,"53, Mohakhali, Dhaka- 1212, Bangladesh","+880-2-9861111, 01715-090807, 01975-090807",Hospital
Raf Raf Knitwears Ltd.,"House No # 358, Road # 27, New Dohs Mohakhali, Dhaka- 1206, Bangladesh","+880-2-8850972, 8750203, 8815197EXT-108",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Rafa Medical Services,"53, Mohakhali, Dhaka- 1212, Bangladesh",+880-2-9861111,Diagnostic Centers
Rafi Computers,"Sukurshi, Sarulia, Demra, Dhaka- 1361, Bangladesh",+880-2-7400080,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Rafa Medical Services Ltd.,"53, Mohakhali, Dhaka- 1212, Bangladesh",+880-2-9861111,Diagnostic Centers
Rafia Knitwears,"Sukurshi, Sarulia, Demra, Dhaka- 1361, Bangladesh",+880-2-7400080,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Rafid Air International,"32, Naya Paltan, D.I.T. Ext. Road, Fakirapool, Dhaka- 1000, Bangladesh",+88-01813-015897,Travel Agencies (Air Ticketing & others)
Rafia Paper Converting & Coating Inds. Ltd.,"Dhaka Traded Center (9th & 15th Floor), 99, Kazi Nazrul Islam Avenue, Karwan Bazar, Dhaka- 1215, Bangladesh","+88-02-9114848, 01713-201769",Travel Agencies (Air Ticketing & others)
Rafin plaza,"53, Purana Paltan, Baitul Abed Holding, Dhaka- 1000, Bangladesh","+88-02-9555424, 01754-502026, 01817-023247",Manpower Recruiting Agency
Rafid Tours & Travel,"Dhaka Traded Center (9th & 15th Floor), 99, Kazi Nazrul Islam Avenue, Karwan Bazar, Dhaka- 1215, Bangladesh","+88-02-9114848, 01713-201769",Travel Agencies (Air Ticketing & others)
Rafiq & Sons International,"53, Purana Paltan, Baitul Abed Holding, Dhaka- 1000, Bangladesh","+88-02-9555424, 01754-502026, 01817-023247",Manpower Recruiting Agency
Rafiq & Sons International Ltd.,"Baitul Abed Bhaban (5th Floor), 53, Purana Paltan, Suit # 502, Dhaka- 1000, Bangladesh","+880-2-9555415, 01819-206297, 01919-206297, 01756-503344",Manpower Recruiting Agency
Rafiq & Sons International Limited,"58, New Eskaton Road, Banglamotor, Dhaka- 1000, Bangladesh","+88-01715-940641, 01944-866152",Car Decoration
Rafiq sikder Auto Glass,"58, New Eskaton Road, Banglamotor, Dhaka- 1000, Bangladesh","+88-01715-940641, 01944-866152",Car Decoration
Rafiq Trade International,"Plot # 136/137, Fazilpur, Panchabati, Fatullah, Narayanganj- 1400, Bangladesh",+880-2-7670309,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Rafiq Textile,"Nasrin Bhaban, 4th Floor, 147/3, D.I.T. Extension Road, Fakirapool, Dhaka- 1000, Bangladesh","+88-02-9352582, 9333609, 58312589, 9334883, 01819-259587",Manpower Recruiting Agency
Rafiul Knit Garments Limited,"Plot # 136/137, Fazilpur, Panchabati, Fatullah, Narayanganj- 1400, Bangladesh",+880-2-7670309,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Rafique Enterprise,"Nasrin Bhaban, 4th Floor, 147/3, D.I.T. Extension Road, Fakirapool, Dhaka- 1000, Bangladesh","+88-02-9352582, 9333609, 58312589, 9334883, 01819-259587",Manpower Recruiting Agency
Rafiya Overseas,"121, DIT Extension Road (1st Floor) Fakirapol, Dhaka- 1000, Bangladesh",+88-01760-948543,Manpower Recruiting Agency
Rahad Inspection Company,"18/1, Kha Begumgonj Lane (Dholaikhal New Road), Narinda, Dhaka- 1100, Bangladesh","+88-02-7173591, 01912-000109","Exporter, Importer & Indentor (Multi Products)"
Rahad Enterprise,"Rahat Tower (7th Floor), Level11, suite703, 14 Biponon C/A, Link Raod, Dhaka- 1000, Bangladesh",+88-01739-227056,Building Materials
Rahber Enterprise,"18/1, Kha Begumgonj Lane (Dholaikhal New Road), Narinda, Dhaka- 1100, Bangladesh","+88-02-7173591, 01912-000109","Exporter, Importer & Indentor (Multi Products)"
Rahat Tower,"Rahat Tower (7th Floor), Level11, suite703, 14 Biponon C/A, Link Raod, Dhaka- 1000, Bangladesh",+88-01739-227056,Building Materials
Raheen International,"130, Misco Super Market, 4 Darus Salam Road, Mirpur 1, Dhaka- 1216, Bangladesh","+88-02-9010341, 01711-522879",Garments Machinery
Rahil Adnan,"3/1 Humayun Road, Block-B, Mohammadpur, G.P.O Box # 627, Dhaka- 1207, Bangladesh","+880-2-9111248, 9140866",Steel Mills / Steel Re-rolling Mills
Rahim Electronics,"29/10, K. M. Das Lane, Tikatuly, Dhaka- 1203, Bangladesh","+880-2-9557621, 7117297, 9563004-5",Steel Mills / Steel Re-rolling Mills
Rahim Alloy Steel Mills Ltd.,"3/1 Humayun Road, Block-B, Mohammadpur, G.P.O Box # 627, Dhaka- 1207, Bangladesh","+880-2-9111248, 9140866",Steel Mills / Steel Re-rolling Mills
Rahim Group,"29/10, K. M. Das Lane, Tikatuly, Dhaka- 1203, Bangladesh","+880-2-9557621, 7117297, 9563004-5",Steel Mills / Steel Re-rolling Mills
Rahim Engineering Works Ltd.,"29/10, K.M. Das Lane, Tikatuly, Dhaka- 1203, Bangladesh","+880-2-9557621, 7117297, 9563004-5",Steel Mills / Steel Re-rolling Mills
Rahim Scientific & Surgical,"Russel Center, (2nd Floor), 27, Shahid Nazrul Islam Shark, Dhaka- 1203, Bangladesh",+88-01626-450573,Scientific Equipment / Instruments / Products
Rahim Group.,"29/10, K.M. Das Lane, Tikatuly, Dhaka- 1203, Bangladesh","+880-2-9557621, 7117297, 9563004-5",Steel Mills / Steel Re-rolling Mills
Rahim Steel Re-Rooling Mills Ltd.,"117/A Tejgaon Industrial Area, Dhaka- 1208, Bangladesh",+880-2-8832771,Fabrics Mills (Grey and Finished)
Rahim Textile Mills Ltd.,"Russel center, Shop#97 (2th Floor), 27 Shahid Nazrul Islam Sharak, Hatkhola Road, Dhaka- 1203, Bangladesh","+880-2-9589151, 01831-016720",Trade Directory
Rahim Textile Mills Ltd.,"117/A Tejgaon Industrial Area, Dhaka- 1208, Bangladesh",+880-2-8832771,Fabrics Mills (Grey and Finished)
Rahima Ispat Ltd.,"Plot: 8 & 10, Road-16 Shyampur Industrial Area, Dhaka- 1204, Bangladesh","+88-02-7447874, 01911-317420",Steel Mills / Steel Re-rolling Mills
Rahim Trading Center (RTC),"Russel center, Shop#97 (2th Floor), 27 Shahid Nazrul Islam Sharak, Hatkhola Road, Dhaka- 1203, Bangladesh","+880-2-9589151, 01831-016720",Trade Directory
Rahimafrooz Batteries Ltd.,"104, Motijheel C/A, Dhaka- 1000, Bangladesh","+880-2-8822351, 8822391",Computer Sales & Distributor
Rahimafrooz Batteries Ltd.,"Arzed Chamber, 13 Mohakhali C/A, Dhaka- 1212, Bangladesh",+880-2-9893442-3,CNG Conversion Centers
Rahimafrooz Distribution Limited,"104, Motijheel C/A, Dhaka- 1000, Bangladesh","+880-2-8822351, 8822391",Computer Sales & Distributor
Rahimafrooz CNG Limited,"Arzed Chamber, 13 Mohakhali C/A, Dhaka- 1212, Bangladesh",+880-2-9893442-3,CNG Conversion Centers
Rahimafrooz Distribution Ltd,"80, Motijheel C/A, Jibon Bima Bhaban (5th & 6th Floor), Dhaka- 1000, Bangladesh",+880-2-9550928,Lifts & Escalators
Rahis Electronics,"92, DIT Road, Malibagh, Dhaka- 1217, Bangladesh",+880-2-9333999,Engineering Equipment
Rahman & Co. Bangladesh Ltd.,"80, Motijheel C/A, Jibon Bima Bhaban (5th & 6th Floor), Dhaka- 1000, Bangladesh",+880-2-9550928,Lifts & Escalators
RAHMAN AIR TRAVELS,"House-23, Road-3/C, Sector-09, Uttara, Dhaka- 1230, Bangladesh",+88- 01855-893394,Tax Consultant & VAT Consultant
Rahman Chemicals Limited.,"30, Purana Paltan, Dhaka- 1000, Bangladesh","+88-02-9582210, 01812-285042, 01717-462865",Watch Manufacturers
Rahman Consultancy Firm,"House-23, Road-3/C, Sector-09, Uttara, Dhaka- 1230, Bangladesh",+88- 01855-893394,Tax Consultant & VAT Consultant
Rahman Corporation,"108 DIT Road (2nd Floor) Mailbag, Dhaka- 1217, Bangladesh","+880-2-9336148, 9341565","Exporter, Importer & Indentor (Multi Products)"
Rahman Enterprise,"30, Purana Paltan, Dhaka- 1000, Bangladesh","+88-02-9582210, 01812-285042, 01717-462865",Watch Manufacturers
Rahman Glass Hosue,"50 Baitul Mukarram (1st floor), Dhaka- 1205, Bangladesh",+880-2-223382441,Jewelry (Gold / Diamond)
Rahman Jewelers,"50 Baitul Mukarram (1st floor), Dhaka- 1205, Bangladesh",+880-2-223382441,Jewelry (Gold / Diamond)
Rahman Hosiery Garments (Pvt) Ltd.,"Hariharpara, Panchabati (West Side Of Pollice Line), Fatullah, Narayangonj, Narayanganj- 1400, Bangladesh","+880-2-7670037, 7633105, 7671997, 7672419",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Rahman Knitwear Ltd,"44, Nayamati, Narayanganj- 1400, Bangladesh","+880-2-7631956, 7633906",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Rahman Knit Garments Ltd,"Hariharpara, Panchabati (West Side Of Pollice Line), Fatullah, Narayangonj, Narayanganj- 1400, Bangladesh","+880-2-7670037, 7633105, 7671997, 7672419",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Rahman Knitting & Yarn Processing Ind. (Pvt) Ltd.,"69/B, North Chashara, Narayanganj- 1400, Bangladesh",+880-2-9752358,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Rahman Knitwears,"69/B, North Chashara, Narayanganj- 1400, Bangladesh",+880-2-9752358,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Rahman Overseas,"Globe Chamber 104, Motijheel C/A (2nd floor), Dhaka- 1000, Bangladesh","+88-02-9555448, 01711-563100",Shipping Company / Agents
Rahman Pharmacy,"Rahmania Mansion, House 23, Road No. 1/C, Nikunja 2, Dhaka- 1229, Bangladesh","+88-02-8900040, 8900041, 8900042, 8900043, 9885288, 01932-777777",Manpower Recruiting Agency
Rahman Shipping Lines,"Globe Chamber 104, Motijheel C/A (2nd floor), Dhaka- 1000, Bangladesh","+88-02-9555448, 01711-563100",Shipping Company / Agents
Rahman Traders,"103/A, Green Road, Dhaka- 1215, Bangladesh",+880-2-9119831,Glass Shops
Rahmania Corporation,"Rahmania Mansion, House 23, Road No. 1/C, Nikunja 2, Dhaka- 1229, Bangladesh","+88-02-8900040, 8900041, 8900042, 8900043, 9885288, 01932-777777",Manpower Recruiting Agency
Rahmania Glass House,"33/A (4th Floor), Anarkoli Super Market, Dhaka- 1000, Bangladesh","+88-01714-235218, 01311-451049",Homeopathic Pharmacy
Rahmania Homeo Hall,"33/A (4th Floor), Anarkoli Super Market, Dhaka- 1000, Bangladesh","+88-01714-235218, 01311-451049",Homeopathic Pharmacy
Rahmania International Complex,"45, Bangshal Road, Dhaka- 1100, Bangladesh",+880-2-7312154,Tyre & Tubes
Rahmat Spinning Mills Ltd.,"Sanekalyan Bhaban (14th floor), 195, Motijheel C/A, Dhaka- 1000, Bangladesh","+880-2-9551857, 9553298, 7118779",Spinning Mills
Rahmat Ullah & Brothers,"45, Bangshal Road, Dhaka- 1100, Bangladesh",+880-2-7312154,Tyre & Tubes
Rahmat Ullah Auto Spare,"Room-2002, Sena Kalyan Bhaban, 195, Motijheel C/A, Dhaka- 1000, Bangladesh","+88-02-9550041, 01727-269676",Real Estate Firms / Developers
Raidha Knitwear Ltd,"BSEC Bhaban 102, Kazi Nazrul Islam Avenue (8th floor), Kawran Bazar, Dhaka- 1215, Bangladesh","+88-02-8189538-40, 01552-307113, 01713-571126",Shipping Company / Agents
Raibow Holdings Limited,"Room-2002, Sena Kalyan Bhaban, 195, Motijheel C/A, Dhaka- 1000, Bangladesh","+88-02-9550041, 01727-269676",Real Estate Firms / Developers
Raihan Shipping Lines Ltd.,"BSEC Bhaban 102, Kazi Nazrul Islam Avenue (8th floor), Kawran Bazar, Dhaka- 1215, Bangladesh","+88-02-8189538-40, 01552-307113, 01713-571126",Shipping Company / Agents
Raihan Medical & Science,"House # 46, Road # 7, Block # A, Section # 12, Pallabi (Mirpur), Dhaka- 1000, Bangladesh",+880-2-8060583,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Raihan Textile Mills Ltd.,"476/C, Azad Tower(6th Floor), D.I.T Road, Dhaka- 1219, Bangladesh",+88-01712-020596,Consumer Products Manufacturer and Marketers
Raihana Apparels,"House # 46, Road # 7, Block # A, Section # 12, Pallabi (Mirpur), Dhaka- 1000, Bangladesh",+880-2-8060583,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Raim Telecom,"Plot # 12, Block # Ka, Main Road, Section # 6, Senpara Parbota, Mirpur, Dhaka- 1216, Bangladesh",+880-2-8056656,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Raimen Tex Ltd.,"Plot # 12, Block # Ka, Main Road, Section # 6, Senpara Parbota, Mirpur, Dhaka- 1216, Bangladesh",+880-2-8056656,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Raims International,"39, B.B.Avenue (2nd Floor), opposite GPO, Dhaka- 1000, Bangladesh","+880-2-9558093, 9567878, 9667886","Computer Products, Accessories, Parts & Services"
Rain bow Holographics Ltd.,"11/B, Meherba Plaza, 33, Topkhana Road, Dhaka- 1000, Bangladesh",+88-02-9572022,Hologram Manufacturers / Suppliers
Rain Computers,"39, B.B.Avenue (2nd Floor), opposite GPO, Dhaka- 1000, Bangladesh","+880-2-9558093, 9567878, 9667886","Computer Products, Accessories, Parts & Services"
Rain Computers,"39, B.B.Avenue (2nd Floor), Opposite GPO, Dhaka- 1000, Bangladesh","+880-2-9558093, 9567878, 9667886",Computer Data Entry Industries
Rain Computers,"Suvastu Arcade, Level # 2, Shop # 223, 46-48 New Elephant Road, Dhaka- 1205, Bangladesh","+880-2-9666039, 01715-743881",Computer Sales & Distributor
Rain Computers,"39, B.B.Avenue (2nd Floor), Opposite GPO, Dhaka- 1000, Bangladesh","+880-2-9558093, 9567878, 9667886",Computer Data Entry Industries
Rain Drops It,"Suvastu Arcade, Level # 2, Shop # 223, 46-48 New Elephant Road, Dhaka- 1205, Bangladesh","+880-2-9666039, 01715-743881",Computer Sales & Distributor
Rainbow,"R.K Tower (6th, 9th & 10th Floor), 86/1, Bir Uttam C.R Datta Road, Dhaka- 1205, Bangladesh","+88-02-9613935, 01711-421693, 01977-246269",Education Consultant / Representative & Foreign Education Centers
Rainbow Automation,"R.K Tower (6th, 9th & 10th Floor), 86/1, Bir Uttam C.R Datta Road, Dhaka- 1205, Bangladesh","+88-02-9613935, 01711-421693, 01977-246269",Education Consultant / Representative & Foreign Education Centers
Rainbow Automation,"124/2, 5 New Kakrail Road, Dhaka- 1000, Bangladesh",+880-2-9346998,"Computer Products, Accessories, Parts & Services"
Rainbow,"192, Green Road (1st Floor), Dhaka- 1205, Bangladesh","+88-02-9111612, 8158288, 9102801, 01712-050304",Real Estate Firms / Developers
Rainbow Computer,"124/2, 5 New Kakrail Road, Dhaka- 1000, Bangladesh",+880-2-9346998,"Computer Products, Accessories, Parts & Services"
Rainbow Computer,"154, B.B Road, Narayanganj- 1400, Bangladesh",+88-01913-463486,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Rainbow Development,"192, Green Road (1st Floor), Dhaka- 1205, Bangladesh","+88-02-9111612, 8158288, 9102801, 01712-050304",Real Estate Firms / Developers
Rainbow Group (Pvt) Limited,"154, B.B Road, Narayanganj- 1400, Bangladesh",+88-01913-463486,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Rainbow Heart Ltd.,"Grand Plaza- 104, Grand Plaza, 185, Shaheed Shangbadik Selina Parveen Road, Moghbazar wireless more, Dhaka- 1217, Bangladesh",+88-01704-992141,Door Window Plastic
Rainbow Heart Consultation Center,"2002 Sena Kalyan Bhaban, 195 Motijheel Commercial Area, Dhaka- 1000, Bangladesh","+880-2-9565107, 9567909",Cement Clinker Manufacturers & Distributors
Rainbow Home Decor,"Grand Plaza- 104, Grand Plaza, 185, Shaheed Shangbadik Selina Parveen Road, Moghbazar wireless more, Dhaka- 1217, Bangladesh",+88-01704-992141,Door Window Plastic
Rainbow Jute Mills Ltd.,"Sayem Plaza, 154 B.B Road, Narayanganj- 1400, Bangladesh","+880-2-7633649, 7611280",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Rainbow Holdings Ltd.,"2002 Sena Kalyan Bhaban, 195 Motijheel Commercial Area, Dhaka- 1000, Bangladesh","+880-2-9565107, 9567909",Cement Clinker Manufacturers & Distributors
Rainbow Knitted Garments (Pvt) Ltd,"Sayem Plaza, 154 B.B Road, Narayanganj- 1400, Bangladesh","+880-2-7633649, 7611280",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Rainbow Parcel Services Ltd.,"95, Dhaka University Market, Katabon, Dhaka- 1000, Bangladesh","+88-01756-974496, 01819-804736, 01735-641061",Gift & Novelties
Rainbow Printing Metalic,"95, Dhaka University Market, Katabon, Dhaka- 1000, Bangladesh","+88-01756-974496, 01819-804736, 01735-641061",Gift & Novelties
Rainbow Parcel Services Ltd.,"52/2 Mamun Mansion (Ground Floor), Dhaka- 1203, Bangladesh",+88-01783-499704,Scientific Equipment / Instruments / Products
Rainbow Products (Pvt) Ltd.,"68-69 Green Road, Concept Tower (5th Floor), Dhaka- 1205, Bangladesh",+88-01730-358079,Computer Sales & Distributor
Rainbow Science & Technology,"52/2 Mamun Mansion (Ground Floor), Dhaka- 1203, Bangladesh",+88-01783-499704,Scientific Equipment / Instruments / Products
Rainbow Software Ltd.,"68-69 Green Road, Concept Tower (5th Floor), Dhaka- 1205, Bangladesh",+88-01730-358079,Computer Sales & Distributor
Rainbow Tours & Travels,"126, Katasur, Sher-E-Bangla Road, Dhaka- 1207, Bangladesh",+88-01971717135,Water Filter & Purifier
Rainbow Water Systems,"126, Katasur, Sher-E-Bangla Road, Dhaka- 1207, Bangladesh",+88-01971717135,Water Filter & Purifier
Rainbow Trading Corporation,"Kauga Road, Shimultola,, Dinajpur- 5200, Bangladesh",+88-01712-552009,"Rice Mills (Auto, Major & Husking Mills)"
Rainy Bay Apparels Ltd.,"236 Kudrati Khuda Road, New Elephant Road, Dhaka- 1205, Bangladesh",+88-01817-030154,Computer Sales & Distributor
Raipur Auto Rice Mills,"Kauga Road, Shimultola,, Dinajpur- 5200, Bangladesh",+88-01712-552009,"Rice Mills (Auto, Major & Husking Mills)"
Raisa Computer,"236 Kudrati Khuda Road, New Elephant Road, Dhaka- 1205, Bangladesh",+88-01817-030154,Computer Sales & Distributor
Raisa enterprise,"198 - 199 Mazar Road, Mirpur -1, Dhaka- 1216, Bangladesh","+88-01678-028136, 01686-690266",Online News Portal
Raising Bangladesh,"198 - 199 Mazar Road, Mirpur -1, Dhaka- 1216, Bangladesh","+88-01678-028136, 01686-690266",Online News Portal
Raiyan Enterprise,"H # 86, Amina Bhaban (8th Floor), New Airport Road, Banani, Dhaka- 1213, Bangladesh","+88-01712-198764, 01552-372596",Logistic Support
Raj Kamal Corporation,"123/12, New Kakrail Road, Mouban Super Market, Shantinagar, Dhaka- 1217, Bangladesh",+880-2-9349910,Engineering Workshop
Raj logistics,"H # 86, Amina Bhaban (8th Floor), New Airport Road, Banani, Dhaka- 1213, Bangladesh","+88-01712-198764, 01552-372596",Logistic Support
Raj Overseas Ltd.,"477/5, DIT Road (Shahid Taslim Sarak), Malibagh, Dhaka- 1000, Bangladesh","+88-02-9340063, 01715-792542",Medicine Stores
Raj Mechanical & Engg. Works,"123/12, New Kakrail Road, Mouban Super Market, Shantinagar, Dhaka- 1217, Bangladesh",+880-2-9349910,Engineering Workshop
Raj Pharma,"477/5, DIT Road (Shahid Taslim Sarak), Malibagh, Dhaka- 1000, Bangladesh","+88-02-9340063, 01715-792542",Medicine Stores
Raj Steel Products,"Kazirgaon, Matuail, Zatrabari, Dhaka- 1362, Bangladesh","+88-02-47117425, 47115295, 01711-568385","Marble & Mosaic Tiles, Stone Manufacturers, Dealers & Sellers"
Raj Phatha,"Sanarpar Bus Stand, Mizmizi, Siddirgonj, Narayanganj- 1430, Bangladesh","+88-02-7694242-3, 01819-249686",Timber Merchant
Raja Metal industries,"Kazirgaon, Matuail, Zatrabari, Dhaka- 1362, Bangladesh","+88-02-47117425, 47115295, 01711-568385","Marble & Mosaic Tiles, Stone Manufacturers, Dealers & Sellers"
Raj Timber and Saw Mill,"Sanarpar Bus Stand, Mizmizi, Siddirgonj, Narayanganj- 1430, Bangladesh","+88-02-7694242-3, 01819-249686",Timber Merchant
Raja Security & Guard Services Ltd.,"65, Dilkusha C/A (3rd floor), Dhaka- 1000, Bangladesh","+880-2-9568953, 01720-109772",Law Firm
Rajbangshi & Company,"65, Dilkusha C/A (3rd floor), Dhaka- 1000, Bangladesh","+880-2-9568953, 01720-109772",Law Firm
Rajbangshi & Company,"108 Green Road, Dhaka- 1215, Bangladesh",+880-2-8129303,Convention Centre / Community Centre
Rajdhani Asset Development Ltd.,"29/1 Toyenbee Circular Road (Ground Floor), Motijheel C/A, Dhaka- 1000, Bangladesh","+880-2-9567777, 9551667",Photocopying & Spiral Binding Centers
Rajdhani Community Center,"108 Green Road, Dhaka- 1215, Bangladesh",+880-2-8129303,Convention Centre / Community Centre
Rajdhani Construction & Engineering Co.,"389/a, DIT Road, West Rampura, Dhaka- 1219, Bangladesh","+88-02-9340560, 01712-171283",College
Rajdhani Enterprise,"29/1 Toyenbee Circular Road (Ground Floor), Motijheel C/A, Dhaka- 1000, Bangladesh","+880-2-9567777, 9551667",Photocopying & Spiral Binding Centers
Rajdhani Ideal College,"389/a, DIT Road, West Rampura, Dhaka- 1219, Bangladesh","+88-02-9340560, 01712-171283",College
Rajdhani Money Exchange Ltd.,"Pritom Bhaban (1st Floor), 215, Shahid Syed Nazrul Islam Sharani, Purana Paltan, Dhaka- 1000, Bangladesh","+88-02-9569080, 9560879",Manpower Recruiting Agency
Rajdhani Overseas Agency,"Pritom Bhaban (1st Floor), 215, Shahid Syed Nazrul Islam Sharani, Purana Paltan, Dhaka- 1000, Bangladesh","+88-02-9569080, 9560879",Manpower Recruiting Agency
Rajdhani Movers,"1703 Rayerbag (Ground Floor), Dania, Demra, Dhaka- 1236, Bangladesh","+880-2-7545773, 01738265436","Exporter, Importer & Indentor (Multi Products)"
Rajdhani Pharmecy,"146, Dhaka University Market, Katabon, Dhaka- 1000, Bangladesh","+88-01928-717143, 01953-163424",Gift & Novelties
Rajdhani Packaging Industries Ltd.,"1703 Rayerbag (Ground Floor), Dania, Demra, Dhaka- 1236, Bangladesh","+880-2-7545773, 01738265436","Exporter, Importer & Indentor (Multi Products)"
Rajdhani Plastic & Metal,"146, Dhaka University Market, Katabon, Dhaka- 1000, Bangladesh","+88-01928-717143, 01953-163424",Gift & Novelties
Rajdhani Scientific Store,"76, Dilkusha C/A, 2nd Floor, Dhaka- 1000, Bangladesh","+88-02-9550214, 7441089, 01713-012484",Manpower Recruiting Agency
Rajdhani Trade International,"89, Motijheel C/A, Lucky Chamber (2nd Floor), Suite-46/47, Dhaka- 1000, Bangladesh","+880-2-9553039, 9553238",Fish & Frog Legs Exporters
Rajdoot Overseas (Pvt.) Ltd.,"76, Dilkusha C/A, 2nd Floor, Dhaka- 1000, Bangladesh","+88-02-9550214, 7441089, 01713-012484",Manpower Recruiting Agency
Rajib International,"89, Motijheel C/A, Lucky Chamber (2nd Floor), Suite-46/47, Dhaka- 1000, Bangladesh","+880-2-9553039, 9553238",Fish & Frog Legs Exporters
Rajib Dental & Surgical,"89, Motijheel C/A, Lucky Chamber (2nd Floor), Suite-46/47, Dhaka- 1000, Bangladesh",+880-2-9553039,"Frozen Foods, Vegetables & Fish"
Rajib International,"89, Motijheel C/A, Lucky Chamber (2nd Floor), Suite-46/47, Dhaka- 1000, Bangladesh",+880-2-9553039,"Frozen Foods, Vegetables & Fish"
Rajib Overseas,"B-47, Block-E, Zakir Hossain Road, Dhaka- 1207, Bangladesh",+88-01711-868434,Electrical Goods Dealers & Sellers
Rajin Electronics,"B-47, Block-E, Zakir Hossain Road, Dhaka- 1207, Bangladesh",+88-01711-868434,Electrical Goods Dealers & Sellers
Rajlaxmi Complex,"272, Banolata C/A, Airport Road, Rajshahi- 6100, Bangladesh",+88-01721-772267,Bank
Rajkonna Beauty Parlour,"Basundhara City Level - 5, Block - C, Office 64-65, Panthopath, Dhaka- 1215, Bangladesh","+880-2-9115807, 9118995, 01718-816172",Marriage Media / Consultants
Rajshahi Krishi Unnayan Bank,"272, Banolata C/A, Airport Road, Rajshahi- 6100, Bangladesh",+88-01721-772267,Bank
Rajlokkhi Marriage Media,"Basundhara City Level - 5, Block - C, Office 64-65, Panthopath, Dhaka- 1215, Bangladesh","+880-2-9115807, 9118995, 01718-816172",Marriage Media / Consultants
Rajshahi Travels & Tours,"Khomein Braja, Khaja Polytechnic Institute Building Audio Taj Yoga Ahmed Swarani Rasool Bagh, Dhaka- 1212, Bangladesh",+88-01756-395955,Rent-a-Car Service
Rajshahi Modern Slik Factory,"Tropicana Tower (3rd Floor), 45, Topkhana Road, Purana Paltan, Dhaka- 1000, Bangladesh","+88-01722-955254, 01716-543836",Travel Agencies (Air Ticketing & others)
Raju Electronics,"39, Dilkusha C/A (5th floor), Dhaka- 1000, Bangladesh","+88-02-7120485, 01748-930456",Transport Contractors / Agents
Raju Auto Parts & Car Decoration,"Khomein Braja, Khaja Polytechnic Institute Building Audio Taj Yoga Ahmed Swarani Rasool Bagh, Dhaka- 1212, Bangladesh",+88-01756-395955,Rent-a-Car Service
Rajshahi Travels & Tours,"Tropicana Tower (3rd Floor), 45, Topkhana Road, Purana Paltan, Dhaka- 1000, Bangladesh","+88-01722-955254, 01716-543836",Travel Agencies (Air Ticketing & others)
